id;nama;divisi;jabatan;ipk
0;rahmah;Divisi Acara;Ketua Divisi;2.67
1;dewa;Divisi Acara;Staff;2.72
2;yulianti;Divisi Acara;Staff;3.48
3;permatasari;Divisi Acara;Staff;2.57
4;sigit;Divisi Acara;Staff;2.75
5;putri;Divisi Acara;Staff;3.66
6;mahardika;Divisi Acara;Staff;3.67
7;eny;Divisi Acara;Staff;3.8
8;maryati;Divisi Acara;Staff;2.53
9;andreas;Divisi Acara;Staff;3.4
10;andika;Divisi Acara;Staff;2.78
11;ratnawati;Divisi Acara;Staff;2.69
12;anggia;Divisi Acara;Staff;2.53
13;desi;Divisi Acara;Staff;3.07
14;nyoman;Divisi Acara;Staff;3.98
15;mochamad;Divisi Acara;Staff;3.9
16;eko;Divisi Acara;Staff;3.04
17;utami;Divisi Acara;Staff;2.68
18;yusnita;Divisi Acara;Staff;3.07
19;novia;Divisi Acara;Staff;3.07
20;nuraini;Divisi Acara;Staff;2.7
21;haryo;Divisi Acara;Staff;3.07
22;bobby;Divisi Acara;Staff;3.47
23;hastuti;Divisi Acara;Staff;3.0
24;nanda;Divisi Acara;Staff;3.05
25;erwin;Divisi Acara;Staff;3.48
26;reni;Divisi Acara;Staff;3.03
27;ismail;Divisi Acara;Staff;2.85
28;sanjaya;Divisi Acara;Staff;3.85
29;santi;Divisi Acara;Staff;2.87
30;hendra;Divisi Acara;Staff;3.41
31;lina;Divisi Acara;Staff;2.71
32;yuliana;Divisi Acara;Staff;2.61
33;purba;Divisi Acara;Staff;3.92
34;yuniar;Divisi Acara;Staff;3.38
35;yuda;Divisi Acara;Staff;2.62
36;aris;Divisi Acara;Staff;3.35
37;kurniawati;Divisi Acara;Staff;3.2
38;adhi;Divisi Acara;Staff;2.77
39;bintang;Divisi Acara;Staff;2.58
40;suci;Divisi Humas;Ketua Divisi;3.78
41;ambarwati;Divisi Humas;Staff;2.78
42;dony;Divisi Humas;Staff;3.08
43;riski;Divisi Humas;Staff;3.47
44;friska;Divisi Humas;Staff;3.54
45;ginting;Divisi Humas;Staff;3.6
46;yulita;Divisi Humas;Staff;3.64
47;endah;Divisi Humas;Staff;3.96
48;siska;Divisi Humas;Staff;2.96
49;aries;Divisi Humas;Staff;3.25
50;astrid;Divisi Humas;Staff;3.74
51;melisa;Divisi Humas;Staff;2.62
52;putra;Divisi Humas;Staff;3.98
53;budi;Divisi Humas;Staff;3.16
54;lia;Divisi Humas;Staff;3.56
55;ima;Divisi Humas;Staff;2.91
56;saputri;Divisi Humas;Staff;2.51
57;yudi;Divisi Humas;Staff;3.88
58;tria;Divisi Humas;Staff;3.74
59;rachman;Divisi Humas;Staff;2.63
60;dhani;Divisi Humas;Staff;2.72
61;perdana;Divisi Humas;Staff;2.98
62;pribadi;Divisi Humas;Staff;3.83
63;fauziah;Divisi Humas;Staff;2.51
64;retno;Divisi Humas;Staff;3.07
65;asep;Divisi Humas;Staff;2.85
66;taufiq;Divisi Humas;Staff;3.6
67;lydia;Divisi Humas;Staff;2.79
68;noviani;Divisi Humas;Staff;2.68
69;herlina;Divisi Humas;Staff;3.64
70;sekar;Divisi Humas;Staff;3.38
71;susanti;Divisi Humas;Staff;2.89
72;arya;Divisi Humas;Staff;3.81
73;rahmadhani;Divisi Humas;Staff;3.72
74;sembiring;Divisi Humas;Staff;3.96
75;rizqi;Divisi Logistik;Ketua Divisi;2.92
76;achmad;Divisi Logistik;Staff;3.52
77;lutfi;Divisi Logistik;Staff;3.61
78;rahman;Divisi Logistik;Staff;2.97
79;rizki;Divisi Logistik;Staff;3.84
80;wahyuningsih;Divisi Logistik;Staff;3.38
81;elisabeth;Divisi Logistik;Staff;3.97
82;handayani;Divisi Logistik;Staff;2.59
83;tita;Divisi Logistik;Staff;3.5
84;marissa;Divisi Logistik;Staff;2.79
85;irfan;Divisi Logistik;Staff;3.52
86;arifah;Divisi Logistik;Staff;3.99
87;febri;Divisi Logistik;Staff;2.6
88;arum;Divisi Logistik;Staff;2.71
89;wijayanto;Divisi Logistik;Staff;3.84
90;yoga;Divisi Logistik;Staff;3.62
91;megawati;Divisi Logistik;Staff;2.67
92;syahrul;Divisi Logistik;Staff;2.57
93;amri;Divisi Logistik;Staff;3.61
94;tua;Divisi Logistik;Staff;2.83
95;sri;Divisi Logistik;Staff;3.71
96;puti;Divisi Logistik;Staff;3.17
97;ady;Divisi Logistik;Staff;3.89
98;angelia;Divisi Logistik;Staff;2.74
99;erik;Divisi Logistik;Staff;3.85
