id;nama;divisi;jabatan;ipk
0;farid;Divisi Acara;Ketua Divisi;3.34
1;herawati;Divisi Acara;Staff;2.89
2;ni;Divisi Acara;Staff;3.52
3;lucky;Divisi Acara;Staff;3.66
4;rahman;Divisi Acara;Staff;4.0
5;muh.;Divisi Acara;Staff;2.66
6;laili;Divisi Acara;Staff;3.98
7;nirmala;Divisi Acara;Staff;2.51
8;septian;Divisi Acara;Staff;3.53
9;sugeng;Divisi Acara;Staff;2.85
10;adam;Divisi Acara;Staff;3.19
11;cahyono;Divisi Acara;Staff;3.59
12;fauzia;Divisi Acara;Staff;3.02
13;ratu;Divisi Acara;Staff;2.63
14;fina;Divisi Acara;Staff;3.07
15;supriyanto;Divisi Acara;Staff;3.63
16;nurina;Divisi Acara;Staff;3.1
17;titik;Divisi Acara;Staff;3.18
18;febriana;Divisi Acara;Staff;3.87
19;eka;Divisi Acara;Staff;3.05
20;fadli;Divisi Acara;Staff;3.04
21;indriyani;Divisi Acara;Staff;3.99
22;kiki;Divisi Acara;Staff;3.22
23;hendy;Divisi Acara;Staff;3.16
24;yunita;Divisi Acara;Staff;2.53
25;abdul;Divisi Acara;Staff;3.74
26;wiwin;Divisi Acara;Staff;3.14
27;azhari;Divisi Acara;Staff;3.84
28;sitanggang;Divisi Acara;Staff;3.2
29;dessy;Divisi Acara;Staff;3.47
30;wardhana;Divisi Acara;Staff;3.47
31;mirza;Divisi Acara;Staff;2.77
32;yulia;Divisi Acara;Staff;2.94
33;rosdiana;Divisi Acara;Staff;2.99
34;puji;Divisi Acara;Staff;3.17
35;lutfi;Divisi Acara;Staff;3.27
36;panjaitan;Divisi Acara;Staff;3.84
37;rahma;Divisi Acara;Staff;3.08
38;nugroho;Divisi Acara;Staff;2.87
39;dadang;Divisi Acara;Staff;2.59
40;surya;Divisi Humas;Ketua Divisi;2.87
41;risma;Divisi Humas;Staff;2.52
42;zainal;Divisi Humas;Staff;3.77
43;ibnu;Divisi Humas;Staff;3.82
44;syarif;Divisi Humas;Staff;3.76
45;ronald;Divisi Humas;Staff;3.04
46;octavia;Divisi Humas;Staff;3.24
47;andi;Divisi Humas;Staff;3.89
48;irene;Divisi Humas;Staff;2.95
49;megawati;Divisi Humas;Staff;3.4
50;fatmawati;Divisi Humas;Staff;3.6
51;maria;Divisi Humas;Staff;3.34
52;neni;Divisi Humas;Staff;3.0
53;rudy;Divisi Humas;Staff;3.99
54;nora;Divisi Humas;Staff;3.94
55;wulan;Divisi Humas;Staff;3.75
56;istiqomah;Divisi Humas;Staff;2.58
57;farida;Divisi Humas;Staff;3.66
58;afrizal;Divisi Humas;Staff;2.96
59;vina;Divisi Humas;Staff;3.34
60;pribadi;Divisi Humas;Staff;3.11
61;oktavia;Divisi Humas;Staff;2.7
62;pasaribu;Divisi Humas;Staff;2.61
63;yusuf;Divisi Humas;Staff;3.94
64;yoga;Divisi Humas;Staff;3.12
65;sihombing;Divisi Humas;Staff;3.29
66;ulfah;Divisi Humas;Staff;3.19
67;sukma;Divisi Humas;Staff;3.32
68;friska;Divisi Humas;Staff;3.4
69;sofyan;Divisi Humas;Staff;2.85
70;rangga;Divisi Humas;Staff;3.63
71;novalia;Divisi Humas;Staff;3.36
72;karlina;Divisi Humas;Staff;3.08
73;ratih;Divisi Humas;Staff;3.25
74;yenni;Divisi Humas;Staff;3.94
75;nanik;Divisi Logistik;Ketua Divisi;3.52
76;satria;Divisi Logistik;Staff;2.88
77;endang;Divisi Logistik;Staff;3.1
78;heru;Divisi Logistik;Staff;3.0
79;yuliani;Divisi Logistik;Staff;2.77
80;yulita;Divisi Logistik;Staff;2.54
81;adit;Divisi Logistik;Staff;2.53
82;mariana;Divisi Logistik;Staff;3.81
83;agustini;Divisi Logistik;Staff;2.85
84;raden;Divisi Logistik;Staff;3.39
85;willy;Divisi Logistik;Staff;2.71
86;aisyah;Divisi Logistik;Staff;3.99
87;era;Divisi Logistik;Staff;3.68
88;luqman;Divisi Logistik;Staff;3.46
89;veronika;Divisi Logistik;Staff;3.59
90;ginanjar;Divisi Logistik;Staff;3.01
91;pradipta;Divisi Logistik;Staff;3.68
92;achmad;Divisi Logistik;Staff;3.55
93;leny;Divisi Logistik;Staff;2.95
94;panji;Divisi Logistik;Staff;2.85
95;ningsih;Divisi Logistik;Staff;3.49
96;maryati;Divisi Logistik;Staff;3.6
97;farah;Divisi Logistik;Staff;3.12
98;ema;Divisi Logistik;Staff;3.57
99;irfan;Divisi Logistik;Staff;3.04
