id;nama;divisi;jabatan;ipk
0;agnes;Divisi Acara;Ketua Divisi;3.56
1;tambunan;Divisi Acara;Staff;3.92
2;febriana;Divisi Acara;Staff;2.8
3;juliana;Divisi Acara;Staff;2.79
4;umar;Divisi Acara;Staff;3.55
5;yuliani;Divisi Acara;Staff;3.36
6;sutrisno;Divisi Acara;Staff;3.43
7;oktaviani;Divisi Acara;Staff;2.93
8;yoga;Divisi Acara;Staff;3.81
9;nina;Divisi Acara;Staff;2.95
10;ryan;Divisi Acara;Staff;3.25
11;vera;Divisi Acara;Staff;2.94
12;fika;Divisi Acara;Staff;2.96
13;nisa;Divisi Acara;Staff;2.9
14;arum;Divisi Acara;Staff;2.83
15;ambar;Divisi Acara;Staff;2.54
16;fitra;Divisi Acara;Staff;3.53
17;ajie;Divisi Acara;Staff;3.44
18;yenni;Divisi Acara;Staff;3.68
19;randy;Divisi Acara;Staff;3.35
20;dody;Divisi Acara;Staff;3.18
21;arif;Divisi Acara;Staff;3.02
22;dodi;Divisi Acara;Staff;3.56
23;amalia;Divisi Acara;Staff;3.72
24;pandu;Divisi Acara;Staff;3.09
25;sigit;Divisi Acara;Staff;3.68
26;triana;Divisi Acara;Staff;2.53
27;abdul;Divisi Acara;Staff;2.98
28;yuda;Divisi Acara;Staff;2.57
29;anggia;Divisi Acara;Staff;2.61
30;winda;Divisi Acara;Staff;2.93
31;kusumastuti;Divisi Acara;Staff;3.49
32;octavia;Divisi Acara;Staff;2.76
33;bangun;Divisi Acara;Staff;2.86
34;nugraha;Divisi Acara;Staff;3.57
35;yulianto;Divisi Acara;Staff;2.57
36;maulida;Divisi Acara;Staff;3.46
37;anik;Divisi Acara;Staff;3.95
38;vivi;Divisi Acara;Staff;3.8
39;sukmawati;Divisi Acara;Staff;3.86
40;tia;Divisi Acara;Staff;2.91
41;adrian;Divisi Acara;Staff;2.73
42;andhika;Divisi Acara;Staff;2.63
43;yolanda;Divisi Acara;Staff;3.37
44;astria;Divisi Acara;Staff;3.35
45;eli;Divisi Acara;Staff;3.77
46;hakim;Divisi Acara;Staff;3.34
47;yeni;Divisi Acara;Staff;3.45
48;lydia;Divisi Acara;Staff;3.44
49;taufan;Divisi Acara;Staff;3.43
50;anggraeni;Divisi Acara;Staff;3.22
51;fadli;Divisi Acara;Staff;2.92
52;ihsan;Divisi Acara;Staff;3.05
53;tika;Divisi Acara;Staff;3.6
54;hidayat;Divisi Acara;Staff;3.76
55;permana;Divisi Acara;Staff;3.06
56;cut;Divisi Acara;Staff;3.55
57;adipati;Divisi Acara;Staff;3.07
58;yulia;Divisi Acara;Staff;2.89
59;huda;Divisi Acara;Staff;2.85
60;febriyanti;Divisi Acara;Staff;3.59
61;mila;Divisi Acara;Staff;2.88
62;riani;Divisi Acara;Staff;3.21
63;junita;Divisi Acara;Staff;3.21
64;guntur;Divisi Acara;Staff;2.73
65;indriyani;Divisi Acara;Staff;2.92
66;putu;Divisi Acara;Staff;2.65
67;mariana;Divisi Acara;Staff;2.72
68;nita;Divisi Acara;Staff;3.46
69;haryanto;Divisi Acara;Staff;3.02
70;rizky;Divisi Acara;Staff;3.6
71;shinta;Divisi Acara;Staff;3.16
72;budi;Divisi Acara;Staff;3.2
73;setyowati;Divisi Acara;Staff;3.16
74;cahyo;Divisi Acara;Staff;2.8
75;anisa;Divisi Acara;Staff;2.56
76;tria;Divisi Acara;Staff;3.02
77;asri;Divisi Acara;Staff;2.78
78;andriani;Divisi Acara;Staff;3.89
79;agustian;Divisi Acara;Staff;3.32
80;nora;Divisi Acara;Staff;3.06
81;sartika;Divisi Acara;Staff;3.05
82;adam;Divisi Acara;Staff;3.05
83;dadang;Divisi Acara;Staff;3.44
84;rahmi;Divisi Acara;Staff;3.89
85;antonius;Divisi Acara;Staff;3.78
86;marina;Divisi Acara;Staff;2.72
87;gilang;Divisi Acara;Staff;3.81
88;christin;Divisi Acara;Staff;3.86
89;windy;Divisi Acara;Staff;2.59
90;febrianto;Divisi Acara;Staff;3.51
91;fauzia;Divisi Acara;Staff;2.58
92;sandra;Divisi Acara;Staff;4.0
93;rahmad;Divisi Acara;Staff;2.95
94;ika;Divisi Acara;Staff;3.49
95;muhamad;Divisi Acara;Staff;3.74
96;windi;Divisi Acara;Staff;3.91
97;nuraini;Divisi Acara;Staff;3.22
98;fernando;Divisi Acara;Staff;3.91
99;kumalasari;Divisi Acara;Staff;3.49
100;rizal;Divisi Acara;Staff;3.1
101;manik;Divisi Acara;Staff;3.94
102;ernawati;Divisi Acara;Staff;2.61
103;putri;Divisi Acara;Staff;3.4
104;arista;Divisi Acara;Staff;2.93
105;rully;Divisi Acara;Staff;2.74
106;simbolon;Divisi Acara;Staff;2.65
107;sitompul;Divisi Acara;Staff;3.23
108;wijaya;Divisi Acara;Staff;3.26
109;nuraeni;Divisi Acara;Staff;2.97
110;sahat;Divisi Acara;Staff;3.13
111;kumala;Divisi Acara;Staff;3.11
112;setyawan;Divisi Acara;Staff;3.09
113;pradana;Divisi Acara;Staff;3.98
114;dessy;Divisi Acara;Staff;3.26
115;riyadi;Divisi Acara;Staff;3.23
116;rosita;Divisi Acara;Staff;3.14
117;luh;Divisi Acara;Staff;2.57
118;martina;Divisi Acara;Staff;3.1
119;atik;Divisi Acara;Staff;3.66
120;risna;Divisi Acara;Staff;2.64
121;veronica;Divisi Acara;Staff;3.35
122;iis;Divisi Acara;Staff;3.35
123;ruth;Divisi Acara;Staff;3.78
124;yanuar;Divisi Acara;Staff;3.92
125;manurung;Divisi Acara;Staff;3.55
126;rahmadhani;Divisi Acara;Staff;3.27
127;fitrah;Divisi Acara;Staff;3.97
128;hasanah;Divisi Acara;Staff;2.61
129;dita;Divisi Acara;Staff;2.52
130;widia;Divisi Acara;Staff;2.65
131;hery;Divisi Acara;Staff;3.54
132;wardhana;Divisi Acara;Staff;3.04
133;anastasia;Divisi Acara;Staff;3.39
134;prasetyo;Divisi Acara;Staff;3.76
135;asep;Divisi Acara;Staff;2.82
136;kristina;Divisi Acara;Staff;2.89
137;wahyu;Divisi Acara;Staff;3.39
138;kiki;Divisi Acara;Staff;2.57
139;hapsari;Divisi Acara;Staff;3.8
140;niken;Divisi Acara;Staff;3.06
141;raden;Divisi Acara;Staff;3.09
142;galuh;Divisi Acara;Staff;2.56
143;sundari;Divisi Acara;Staff;3.1
144;hesti;Divisi Acara;Staff;2.89
145;ronald;Divisi Acara;Staff;2.51
146;mochammad;Divisi Acara;Staff;2.78
147;wijayanto;Divisi Acara;Staff;2.64
148;yogi;Divisi Acara;Staff;3.2
149;nurul;Divisi Acara;Staff;3.0
150;arya;Divisi Acara;Staff;2.82
151;arie;Divisi Acara;Staff;3.63
152;utomo;Divisi Acara;Staff;2.65
153;donny;Divisi Acara;Staff;2.9
154;moh.;Divisi Acara;Staff;2.66
155;romi;Divisi Acara;Staff;3.98
156;syah;Divisi Acara;Staff;3.28
157;halim;Divisi Acara;Staff;2.65
158;himawan;Divisi Acara;Staff;3.98
159;prima;Divisi Acara;Staff;3.5
160;fauziah;Divisi Humas;Ketua Divisi;3.71
161;ekawati;Divisi Humas;Staff;2.54
162;johan;Divisi Humas;Staff;3.65
163;saputro;Divisi Humas;Staff;3.6
164;wijayanti;Divisi Humas;Staff;2.61
165;saputri;Divisi Humas;Staff;3.79
166;arifin;Divisi Humas;Staff;2.54
167;ratri;Divisi Humas;Staff;3.69
168;mustika;Divisi Humas;Staff;3.79
169;mohammad;Divisi Humas;Staff;3.67
170;angga;Divisi Humas;Staff;3.33
171;deni;Divisi Humas;Staff;3.41
172;wibowo;Divisi Humas;Staff;2.66
173;kusuma;Divisi Humas;Staff;3.59
174;erik;Divisi Humas;Staff;2.74
175;aulia;Divisi Humas;Staff;2.89
176;mia;Divisi Humas;Staff;3.65
177;novitasari;Divisi Humas;Staff;3.87
178;achmad;Divisi Humas;Staff;3.77
179;jannah;Divisi Humas;Staff;3.31
180;suryani;Divisi Humas;Staff;3.38
181;nirmala;Divisi Humas;Staff;2.79
182;grace;Divisi Humas;Staff;4.0
183;ririn;Divisi Humas;Staff;2.53
184;daniel;Divisi Humas;Staff;3.84
185;agustina;Divisi Humas;Staff;3.56
186;erika;Divisi Humas;Staff;3.67
187;puti;Divisi Humas;Staff;3.09
188;novia;Divisi Humas;Staff;3.26
189;setya;Divisi Humas;Staff;3.24
190;wulansari;Divisi Humas;Staff;3.01
191;risky;Divisi Humas;Staff;3.98
192;amelia;Divisi Humas;Staff;3.18
193;noviani;Divisi Humas;Staff;2.59
194;susanti;Divisi Humas;Staff;3.51
195;ridwan;Divisi Humas;Staff;2.57
196;leonardo;Divisi Humas;Staff;3.86
197;megawati;Divisi Humas;Staff;2.63
198;raditya;Divisi Humas;Staff;3.82
199;purwaningsih;Divisi Humas;Staff;3.76
200;hendi;Divisi Humas;Staff;3.96
201;khairul;Divisi Humas;Staff;3.22
202;citra;Divisi Humas;Staff;2.84
203;pamungkas;Divisi Humas;Staff;3.66
204;heri;Divisi Humas;Staff;3.93
205;rahmah;Divisi Humas;Staff;3.65
206;ratu;Divisi Humas;Staff;3.2
207;panjaitan;Divisi Humas;Staff;3.55
208;prita;Divisi Humas;Staff;2.95
209;iwan;Divisi Humas;Staff;2.78
210;eddy;Divisi Humas;Staff;2.74
211;hani;Divisi Humas;Staff;2.83
212;kurniawati;Divisi Humas;Staff;3.01
213;anugrah;Divisi Humas;Staff;2.66
214;marissa;Divisi Humas;Staff;3.56
215;rinaldi;Divisi Humas;Staff;3.12
216;anggi;Divisi Humas;Staff;3.65
217;rian;Divisi Humas;Staff;3.12
218;ani;Divisi Humas;Staff;3.29
219;andri;Divisi Humas;Staff;3.15
220;melisa;Divisi Humas;Staff;2.77
221;adit;Divisi Humas;Staff;2.77
222;perdana;Divisi Humas;Staff;3.02
223;widyastuti;Divisi Humas;Staff;3.95
224;apriani;Divisi Humas;Staff;3.41
225;bobby;Divisi Humas;Staff;3.71
226;yuniar;Divisi Humas;Staff;2.65
227;harry;Divisi Humas;Staff;3.64
