id;nama;divisi;jabatan;ipk
0;christy;Divisi Acara;Ketua Divisi;3.43
1;artha;Divisi Acara;Staff;3.01
2;fauzi;Divisi Acara;Staff;3.92
3;danang;Divisi Acara;Staff;3.97
4;purnamasari;Divisi Acara;Staff;3.08
5;lina;Divisi Acara;Staff;3.41
6;ike;Divisi Acara;Staff;2.92
7;saputri;Divisi Acara;Staff;2.97
8;baskoro;Divisi Acara;Staff;3.98
9;mahendra;Divisi Acara;Staff;3.58
10;anang;Divisi Acara;Staff;3.92
11;niken;Divisi Acara;Staff;3.43
12;dini;Divisi Acara;Staff;3.11
13;rachmad;Divisi Acara;Staff;3.95
14;taufik;Divisi Acara;Staff;3.39
15;dona;Divisi Acara;Staff;3.8
16;veronica;Divisi Acara;Staff;3.56
17;rizka;Divisi Acara;Staff;3.33
18;kartini;Divisi Acara;Staff;2.87
19;rian;Divisi Acara;Staff;3.83
20;carolina;Divisi Acara;Staff;3.1
21;tampubolon;Divisi Acara;Staff;3.44
22;trisnawati;Divisi Acara;Staff;3.37
23;ajie;Divisi Acara;Staff;3.35
24;frida;Divisi Acara;Staff;3.2
25;tua;Divisi Acara;Staff;2.83
26;irawan;Divisi Acara;Staff;3.62
27;indra;Divisi Acara;Staff;3.15
28;dyan;Divisi Acara;Staff;3.24
29;puri;Divisi Acara;Staff;3.07
30;seto;Divisi Acara;Staff;2.98
31;ario;Divisi Acara;Staff;3.14
32;elisabeth;Divisi Acara;Staff;3.54
33;reza;Divisi Acara;Staff;2.7
34;rahmawati;Divisi Acara;Staff;3.33
35;wulansari;Divisi Acara;Staff;2.76
36;rosita;Divisi Acara;Staff;2.91
37;andriana;Divisi Acara;Staff;3.4
38;afrizal;Divisi Acara;Staff;2.85
39;nurhasanah;Divisi Acara;Staff;2.69
40;haryo;Divisi Humas;Ketua Divisi;2.63
41;darmawan;Divisi Humas;Staff;2.71
42;gede;Divisi Humas;Staff;3.1
43;bunga;Divisi Humas;Staff;3.75
44;rizal;Divisi Humas;Staff;3.56
45;eka;Divisi Humas;Staff;3.85
46;dharma;Divisi Humas;Staff;2.81
47;leni;Divisi Humas;Staff;3.91
48;fanny;Divisi Humas;Staff;3.75
49;latifah;Divisi Humas;Staff;2.72
50;puspitasari;Divisi Humas;Staff;2.83
51;retno;Divisi Humas;Staff;3.04
52;ambar;Divisi Humas;Staff;2.64
53;lusiana;Divisi Humas;Staff;2.88
54;ratu;Divisi Humas;Staff;3.91
55;januar;Divisi Humas;Staff;3.97
56;hartono;Divisi Humas;Staff;2.75
57;derry;Divisi Humas;Staff;2.9
58;agung;Divisi Humas;Staff;3.77
59;lestari;Divisi Humas;Staff;3.25
60;maulida;Divisi Humas;Staff;2.85
61;muhammad;Divisi Humas;Staff;3.06
62;hasan;Divisi Humas;Staff;3.93
63;sarah;Divisi Humas;Staff;2.6
64;wahyu;Divisi Humas;Staff;3.24
65;deri;Divisi Humas;Staff;3.15
66;ita;Divisi Humas;Staff;2.51
67;alex;Divisi Humas;Staff;3.41
68;atika;Divisi Humas;Staff;2.62
69;putu;Divisi Humas;Staff;3.42
70;utama;Divisi Humas;Staff;3.23
71;samuel;Divisi Humas;Staff;3.77
72;nirmala;Divisi Humas;Staff;2.9
73;heru;Divisi Humas;Staff;3.47
74;ratnasari;Divisi Humas;Staff;3.14
75;rahmi;Divisi Logistik;Ketua Divisi;2.75
76;maria;Divisi Logistik;Staff;3.61
77;ferry;Divisi Logistik;Staff;2.58
78;vina;Divisi Logistik;Staff;3.33
79;henry;Divisi Logistik;Staff;3.91
80;yulia;Divisi Logistik;Staff;2.56
81;hanny;Divisi Logistik;Staff;3.61
82;andriyani;Divisi Logistik;Staff;2.81
83;laura;Divisi Logistik;Staff;3.41
84;ronald;Divisi Logistik;Staff;3.92
85;lutfi;Divisi Logistik;Staff;2.99
86;ryan;Divisi Logistik;Staff;3.7
87;mila;Divisi Logistik;Staff;3.33
88;rizqi;Divisi Logistik;Staff;3.35
89;yusnita;Divisi Logistik;Staff;3.48
90;murni;Divisi Logistik;Staff;3.76
91;adrian;Divisi Logistik;Staff;3.22
92;uswatun;Divisi Logistik;Staff;2.5
93;kurniasih;Divisi Logistik;Staff;3.98
94;febrina;Divisi Logistik;Staff;3.18
95;andina;Divisi Logistik;Staff;3.43
96;damayanti;Divisi Logistik;Staff;3.61
97;novalia;Divisi Logistik;Staff;3.54
98;marta;Divisi Logistik;Staff;2.6
99;febrian;Divisi Logistik;Staff;2.57
