id;nama;divisi;jabatan;ipk
0;agnes;Divisi Acara;Ketua Divisi;3.56
1;tambunan;Divisi Acara;Staff;3.92
2;febriana;Divisi Acara;Staff;2.8
3;juliana;Divisi Acara;Staff;2.79
4;umar;Divisi Acara;Staff;3.55
5;yuliani;Divisi Acara;Staff;3.36
6;sutrisno;Divisi Acara;Staff;3.43
7;oktaviani;Divisi Acara;Staff;2.93
8;yoga;Divisi Acara;Staff;3.81
9;nina;Divisi Acara;Staff;2.95
10;ryan;Divisi Acara;Staff;3.25
11;vera;Divisi Acara;Staff;2.94
12;fika;Divisi Acara;Staff;2.96
13;nisa;Divisi Acara;Staff;2.9
14;arum;Divisi Acara;Staff;2.83
15;ambar;Divisi Acara;Staff;2.54
16;fitra;Divisi Acara;Staff;3.53
17;ajie;Divisi Acara;Staff;3.44
18;yenni;Divisi Acara;Staff;3.68
19;randy;Divisi Acara;Staff;3.35
20;dody;Divisi Acara;Staff;3.18
21;arif;Divisi Acara;Staff;3.02
22;dodi;Divisi Acara;Staff;3.56
23;amalia;Divisi Acara;Staff;3.72
24;pandu;Divisi Acara;Staff;3.09
25;sigit;Divisi Acara;Staff;3.68
26;triana;Divisi Acara;Staff;2.53
27;abdul;Divisi Acara;Staff;2.98
28;yuda;Divisi Acara;Staff;2.57
29;anggia;Divisi Acara;Staff;2.61
30;winda;Divisi Acara;Staff;2.93
31;kusumastuti;Divisi Acara;Staff;3.49
32;octavia;Divisi Acara;Staff;2.76
33;bangun;Divisi Acara;Staff;2.86
34;nugraha;Divisi Acara;Staff;3.57
35;yulianto;Divisi Acara;Staff;2.57
36;maulida;Divisi Acara;Staff;3.46
37;anik;Divisi Acara;Staff;3.95
38;vivi;Divisi Acara;Staff;3.8
39;sukmawati;Divisi Acara;Staff;3.86
40;tia;Divisi Humas;Ketua Divisi;2.91
41;adrian;Divisi Humas;Staff;2.73
42;andhika;Divisi Humas;Staff;2.63
43;yolanda;Divisi Humas;Staff;3.37
44;astria;Divisi Humas;Staff;3.35
45;eli;Divisi Humas;Staff;3.77
46;hakim;Divisi Humas;Staff;3.34
47;yeni;Divisi Humas;Staff;3.45
48;lydia;Divisi Humas;Staff;3.44
49;taufan;Divisi Humas;Staff;3.43
50;anggraeni;Divisi Humas;Staff;3.22
51;fadli;Divisi Humas;Staff;2.92
52;ihsan;Divisi Humas;Staff;3.05
53;tika;Divisi Humas;Staff;3.6
54;hidayat;Divisi Humas;Staff;3.76
55;permana;Divisi Humas;Staff;3.06
56;cut;Divisi Humas;Staff;3.55
57;adipati;Divisi Humas;Staff;3.07
58;yulia;Divisi Humas;Staff;2.89
59;huda;Divisi Humas;Staff;2.85
60;febriyanti;Divisi Humas;Staff;3.59
61;mila;Divisi Humas;Staff;2.88
62;riani;Divisi Humas;Staff;3.21
63;junita;Divisi Humas;Staff;3.21
64;guntur;Divisi Humas;Staff;2.73
65;indriyani;Divisi Humas;Staff;2.92
66;putu;Divisi Humas;Staff;2.65
67;mariana;Divisi Humas;Staff;2.72
68;nita;Divisi Humas;Staff;3.46
69;haryanto;Divisi Humas;Staff;3.02
70;rizky;Divisi Humas;Staff;3.6
71;shinta;Divisi Humas;Staff;3.16
72;budi;Divisi Humas;Staff;3.2
73;setyowati;Divisi Humas;Staff;3.16
74;cahyo;Divisi Humas;Staff;2.8
75;anisa;Divisi Logistik;Ketua Divisi;2.56
76;tria;Divisi Logistik;Staff;3.02
77;asri;Divisi Logistik;Staff;2.78
78;andriani;Divisi Logistik;Staff;3.89
79;agustian;Divisi Logistik;Staff;3.32
80;nora;Divisi Logistik;Staff;3.06
81;sartika;Divisi Logistik;Staff;3.05
82;adam;Divisi Logistik;Staff;3.05
83;dadang;Divisi Logistik;Staff;3.44
84;rahmi;Divisi Logistik;Staff;3.89
85;antonius;Divisi Logistik;Staff;3.78
86;marina;Divisi Logistik;Staff;2.72
87;gilang;Divisi Logistik;Staff;3.81
88;christin;Divisi Logistik;Staff;3.86
89;windy;Divisi Logistik;Staff;2.59
90;febrianto;Divisi Logistik;Staff;3.51
91;fauzia;Divisi Logistik;Staff;2.58
92;sandra;Divisi Logistik;Staff;4.0
93;rahmad;Divisi Logistik;Staff;2.95
94;ika;Divisi Logistik;Staff;3.49
95;muhamad;Divisi Logistik;Staff;3.74
96;windi;Divisi Logistik;Staff;3.91
97;nuraini;Divisi Logistik;Staff;3.22
98;fernando;Divisi Logistik;Staff;3.91
99;kumalasari;Divisi Logistik;Staff;3.49
