id;nama;divisi;jabatan;ipk
0;farid;Divisi Acara;Ketua Divisi;3.34
1;herawati;Divisi Acara;Staff;2.89
2;ni;Divisi Acara;Staff;3.52
3;lucky;Divisi Acara;Staff;3.66
4;rahman;Divisi Acara;Staff;4.0
5;muh.;Divisi Acara;Staff;2.66
6;laili;Divisi Acara;Staff;3.98
7;nirmala;Divisi Acara;Staff;2.51
8;septian;Divisi Acara;Staff;3.53
9;sugeng;Divisi Acara;Staff;2.85
10;adam;Divisi Acara;Staff;3.19
11;cahyono;Divisi Acara;Staff;3.59
12;fauzia;Divisi Acara;Staff;3.02
13;ratu;Divisi Acara;Staff;2.63
14;fina;Divisi Acara;Staff;3.07
15;supriyanto;Divisi Acara;Staff;3.63
16;nurina;Divisi Acara;Staff;3.1
17;titik;Divisi Acara;Staff;3.18
18;febriana;Divisi Acara;Staff;3.87
19;eka;Divisi Acara;Staff;3.05
20;fadli;Divisi Acara;Staff;3.04
21;indriyani;Divisi Acara;Staff;3.99
22;kiki;Divisi Acara;Staff;3.22
23;hendy;Divisi Acara;Staff;3.16
24;yunita;Divisi Acara;Staff;2.53
25;abdul;Divisi Acara;Staff;3.74
26;wiwin;Divisi Acara;Staff;3.14
27;azhari;Divisi Acara;Staff;3.84
28;sitanggang;Divisi Acara;Staff;3.2
29;dessy;Divisi Acara;Staff;3.47
30;wardhana;Divisi Acara;Staff;3.47
31;mirza;Divisi Acara;Staff;2.77
32;yulia;Divisi Acara;Staff;2.94
33;rosdiana;Divisi Acara;Staff;2.99
34;puji;Divisi Acara;Staff;3.17
35;lutfi;Divisi Acara;Staff;3.27
36;panjaitan;Divisi Acara;Staff;3.84
37;rahma;Divisi Acara;Staff;3.08
38;nugroho;Divisi Acara;Staff;2.87
39;dadang;Divisi Acara;Staff;2.59
40;surya;Divisi Acara;Staff;2.87
41;risma;Divisi Acara;Staff;2.52
42;zainal;Divisi Acara;Staff;3.77
43;ibnu;Divisi Acara;Staff;3.82
44;syarif;Divisi Acara;Staff;3.76
45;ronald;Divisi Acara;Staff;3.04
46;octavia;Divisi Acara;Staff;3.24
47;andi;Divisi Acara;Staff;3.89
48;irene;Divisi Acara;Staff;2.95
49;megawati;Divisi Acara;Staff;3.4
50;fatmawati;Divisi Acara;Staff;3.6
